Star,FileName,RAdeg,DEdeg,Dist,Rad,Rad-Flame,Mass-Flame
HD 42256,xsl_spectrum_X0581_merged.fits,92.45479921595,2.86918545621,136.8323,10.008,10.0343,2.801
HD 42597,xsl_spectrum_X0582_merged.fits,92.99469171258,7.39130816947,647.4121,6.0435,,
HD 42983,xsl_spectrum_X0583_merged.fits,93.47008982537,2.8076833714,62.5544,3.1022,3.0742,1.052
HD 43021,xsl_spectrum_X0535_merged.fits,93.54346291573,2.57461448384,166.1505,2.0029,2.0443,2.65
HD 43286,xsl_spectrum_X0539_merged.fits,93.87599385719,3.95817828949,331.6889,3.2042,3.0656,4.271
HD 44515,xsl_spectrum_X0584_merged.fits,95.6052900124,5.57603753961,298.3026,19.1877,19.5946,2.807
HD 44391,xsl_spectrum_X0563_merged.fits,95.69948283663,27.98665850687,926.4351,59.6071,77.3462,7.395
HD 44770,xsl_spectrum_X0564_merged.fits,95.94360717879,4.59587401003,39.8402,1.3616,1.3641,1.236
HD 45196,xsl_spectrum_X0358_merged.fits,96.49565262609,-1.81358973535,306.0011,3.8738,4.1563,2.26
HD 45282,xsl_spectrum_X0123_merged.fits,96.66990409068,3.42454608127,121.4809,3.3099,3.2838,1.655
HD 45507,xsl_spectrum_X0836_merged.fits,97.01202179426,5.92254574677,375.816,14.4833,14.1335,3.301
HD 46454,xsl_spectrum_X0826_merged.fits,98.44351218342,7.24003865849,540.6107,34.3867,34.0807,4.801
HD 48616,xsl_spectrum_X0837_merged.fits,101.1058423606,3.14157223509,1185.5042,61.1205,,
HD 49739,xsl_spectrum_X0838_merged.fits,102.55117440531,5.67349496951,88.0261,2.2917,2.2949,1.711
HD 50372,xsl_spectrum_X0839_merged.fits,103.24707254029,2.74348970602,617.2903,39.3959,40.1626,5.201
HD 50819,xsl_spectrum_X0851_merged.fits,103.74136066547,2.04282071384,531.3374,19.0932,21.4833,3.994
HD 54828,xsl_spectrum_X0536_merged.fits,107.68427798557,9.07597661054,271.7545,8.9541,8.5907,2.778
HD 55693,xsl_spectrum_X0585_merged.fits,108.26068324648,-24.22511757634,36.3879,1.24,1.2358,0.975
HD 56448,xsl_spectrum_X0586_merged.fits,109.25654437768,0.5416137842,345.5786,12.9469,11.1733,3.001
HD 57060,xsl_spectrum_X0116_merged_ncl_ncge.fits,109.66823156631,-24.55868316646,611.4067,11.8697,,
HD 57707,xsl_spectrum_X0565_merged.fits,110.6181710262,0.70061163762,72.0946,5.628,5.6205,1.263
HD 58051,xsl_spectrum_X0588_merged.fits,111.07666340354,7.91483807282,344.4974,24.0859,24.3938,2.605
HD 58554,xsl_spectrum_X0552_merged.fits,111.60612154261,8.3352475183,362.1219,17.1002,18.9253,3.301
HD 59295,xsl_spectrum_X0840_merged.fits,112.39763996713,7.8404840459,327.282,19.1598,20.5513,3.701
BD+24 1676,xsl_spectrum_X0868_merged.fits,112.67273321691,24.0851439196,249.69,1.3564,1.3585,1.267
HD 59984,xsl_spectrum_X0842_merged.fits,113.02359835147,-8.88207221062,28.6291,1.6973,1.695,1.123
HD 60319,xsl_spectrum_X0846_merged.fits,113.64631277219,16.89980415498,90.1322,1.2772,1.2765,1.123
HD 61064,xsl_spectrum_X0310_merged.fits,114.31924461091,-4.11090608301,61.4319,4.1741,4.3054,2.062
HD 61064,xsl_spectrum_X0326_merged.fits,114.31924461091,-4.11090608301,61.4319,4.1741,4.3054,2.062
BD-01 1792,xsl_spectrum_X0843_merged.fits,114.95962892203,-1.52341316337,181.7071,3.2856,3.2896,1.597
BD-01 1792,xsl_spectrum_X0853_merged.fits,114.95962892203,-1.52341316337,181.7071,3.2856,3.2896,1.597
CD-31 4916,xsl_spectrum_X0127_merged.fits,115.26094347573,-31.68306782591,5194.2632,895.9718,,
HD 62968,xsl_spectrum_X0855_merged.fits,116.64725628788,4.13059807889,390.7334,13.7079,14.3357,3.401
[ABC89] Pup17,xsl_spectrum_X0862_merged_ncl.fits,117.38536093551,-27.39343908262,2873.7273,72.0832,,
HD 64630,xsl_spectrum_X0847_merged.fits,118.78299034342,6.995891064,205.116,2.6651,2.6749,1.943
HD 66776,xsl_spectrum_X0567_merged.fits,121.35238489046,8.19956571214,311.7896,11.0548,10.7365,3.003
R Cha,xsl_spectrum_X0338_merged_ncl_ncge.fits,125.44326912835,-76.35501915509,1111.0819,588.4584,,
HD 71310,xsl_spectrum_X0856_merged.fits,126.75003894388,7.22111633227,206.5252,3.3651,3.4758,2.963
HD 71310,xsl_spectrum_X0857_merged.fits,126.75003894388,7.22111633227,206.5252,3.3651,3.4758,2.963
HD 72968,xsl_spectrum_X0327_merged.fits,128.86739963498,-7.98222568658,107.531,2.7607,2.5896,2.591
HD 74088,xsl_spectrum_X0309_merged_scl.fits,129.61616095718,-62.84322301782,351.0093,52.608,50.0122,5.405
HD 73665,xsl_spectrum_X0871_merged.fits,130.02657421634,20.00773407256,181.9591,12.9878,13.0672,3.201
HD 75318,xsl_spectrum_X0873_merged.fits,132.33713401921,3.68402812153,32.0475,0.9639,0.9506,0.841
HD 76780,xsl_spectrum_X0875_merged.fits,134.73184297897,21.16608719545,37.5464,1.0785,1.075,0.933
HD 76780,xsl_spectrum_X0877_merged.fits,134.73184297897,21.16608719545,37.5464,1.0785,1.075,0.933
HD 78737,xsl_spectrum_X0573_merged.fits,137.26438514368,-27.03041787638,125.2069,1.5533,1.5557,1.287
HD 82734,xsl_spectrum_X0339_merged_scl.fits,143.30181861753,-21.1156550453,108.0446,15.0436,15.8515,3.401
HD 83212,xsl_spectrum_X0347_merged.fits,144.08305173184,-20.88751520327,730.809,25.3891,26.7927,4.786
CM Car,xsl_spectrum_X0149_merged.fits,146.98151030679,-67.45191580191,1377.8279,261.2284,,
HD 85380,xsl_spectrum_X0865_merged.fits,147.83949743611,-6.18168331475,42.861,1.9013,1.8882,1.209
IRAS 10019-6156,xsl_spectrum_X0576_merged_ncl.fits,150.86990218362,-62.17699567379,3900.3777,144.5893,,
HD 88737,xsl_spectrum_X0569_merged.fits,153.62327981973,21.16771320702,54.0081,2.828,2.8489,1.563
BS 4104,xsl_spectrum_X0343_merged_scl.fits,156.78749738188,-31.06773559254,123.9316,46.6639,40.0288,4.801
BD+30 2034,xsl_spectrum_X0883_merged.fits,158.31208360905,29.61523162997,1981.1014,32.2684,43.541,4.999
CPD-5703502,xsl_spectrum_X0344_merged_ncl_ncge.fits,158.93226667662,-58.24499528781,1720.818,346.8842,,
HD 96446,xsl_spectrum_X0085_merged_ncl_ncge.fits,166.5241673454,-59.94986468111,487.9861,4.4251,4.3529,
HD 96446,xsl_spectrum_X0133_merged.fits,166.5241673454,-59.94986468111,487.9861,4.4251,4.3529,
U Crt,xsl_spectrum_X0134_merged.fits,168.18873385863,-7.29849913285,1194.1904,132.4861,,
HD 99109,xsl_spectrum_X0595_merged.fits,171.07153278533,-1.52978314454,54.8126,0.9823,0.985,0.853
HD 99329,xsl_spectrum_X0596_merged.fits,171.45822838263,3.85993477703,61.4735,2.0709,2.0843,1.588
BD+04 2466,xsl_spectrum_X0602_merged.fits,171.70485469346,3.86407433372,1269.6199,11.8377,12.2321,3.101
BS 4432,xsl_spectrum_X0333_merged_scl.fits,172.57880932683,-3.00357147402,147.5761,48.3132,47.7029,5.201
HD 101712,xsl_spectrum_X0132_merged_ncl_ncge.fits,175.45579619779,-63.41456610636,1681.5394,400.1927,,
HD 101712,xsl_spectrum_X0150_merged_ncl_ncge.fits,175.45579619779,-63.41456610636,1681.5394,400.1927,,
HE 1142-1422,xsl_spectrum_X0623_merged.fits,176.24677587695,-14.64712335966,3667.5566,2.7875,2.9202,3.731
HD 102634,xsl_spectrum_X0898_merged.fits,177.25441705369,-0.31865798337,33.6118,1.5383,1.5333,1.239
V354 Cen,xsl_spectrum_X0888_merged.fits,177.93061152194,-47.93666802088,4911.1489,115.1548,108.0434,6.202
HD 103877,xsl_spectrum_X0879_merged.fits,179.42625511532,17.46784409924,108.5312,3.109,3.0049,1.85
HD 104307,xsl_spectrum_X0612_merged.fits,180.17587959733,-21.837544037,218.1429,22.7158,19.926,3.801
HE 1201-1512,xsl_spectrum_X0622_merged.fits,180.90430913052,-15.49287389782,429.3689,0.6876,,
HE 1204-0744,xsl_spectrum_X0624_merged.fits,181.69252414453,-8.01241270861,1786.4723,1.2725,1.29,1.339
HE 1207-3108,xsl_spectrum_X0630_merged.fits,182.47483490078,-31.41970348365,1135.9784,4.5127,4.4459,1.979
NGC 4147 230,xsl_spectrum_X0601_merged.fits,182.51687604074,18.54809818817,5011.3228,10.2618,10.4527,2.692
CD-28 9374,xsl_spectrum_X0604_merged.fits,183.62379836552,-29.59932849845,248.1553,2.8862,2.9369,1.44
HD 108915,xsl_spectrum_X0890_merged.fits,187.70375684868,12.48666799618,175.6469,4.3973,4.7671,1.691
HD 109443,xsl_spectrum_X0899_merged.fits,188.6935278029,-23.47560954907,138.4633,1.378,1.5066,1.366
HD 109871,xsl_spectrum_X0907_merged.fits,189.55422622384,1.97988851011,643.1629,41.09,37.0437,4.901
V Crv,xsl_spectrum_X0905_merged.fits,190.13460621487,-17.64757190255,5313.1699,462.2444,,
HD 112374,xsl_spectrum_X0893_merged.fits,194.12560314194,-26.46038652394,1365.855,70.1162,,
HD 113002,xsl_spectrum_X0375_merged.fits,195.11905726978,19.63187396409,374.7502,8.401,8.7218,2.601
HD 116114,xsl_spectrum_X0371_merged.fits,200.44270040206,-18.74216548652,154.9533,3.348,2.968,2.042
G063-026,xsl_spectrum_X0359_merged.fits,201.12705045789,20.4552343891,333.4674,1.0129,1.0562,1.181
NGC 5139 1627,xsl_spectrum_X0351_merged.fits,201.48851839074,-47.67342064775,3303.9226,11.6423,16.3526,3.301
NGC 5139 1627,xsl_spectrum_X0610_merged.fits,201.48851839074,-47.67342064775,3303.9226,11.6423,16.3526,3.301
HD 116745,xsl_spectrum_X0350_merged.fits,201.6096370904,-47.27429354794,10312.1006,58.8529,,
HD 116745,xsl_spectrum_X0619_merged.fits,201.6096370904,-47.27429354794,10312.1006,58.8529,,
NGC 5139 3812,xsl_spectrum_X0348_merged.fits,201.85990501474,-47.488081686,6690.2349,79.3755,,
NGC 5139 3812,xsl_spectrum_X0615_merged.fits,201.85990501474,-47.488081686,6690.2349,79.3755,,
HD 118100,xsl_spectrum_X0625_merged.fits,203.6787390867,-8.34244581418,20.4863,0.6712,0.6688,0.675
HE 1346-0427,xsl_spectrum_X0631_merged.fits,207.35399212296,-4.70402657184,708.0334,0.8475,0.8538,
[ABC89] Cir18,xsl_spectrum_X0353_merged_ncge.fits,208.85866338654,-59.37284905644,570.5184,0.5421,0.7311,0.69
[ABC89] Cir18,xsl_spectrum_X0605_merged_ncge.fits,208.85866338654,-59.37284905644,570.5184,0.5421,0.7311,0.69
[ABC89] Cir18,xsl_spectrum_X0606_merged_ncge.fits,208.85866338654,-59.37284905644,570.5184,0.5421,0.7311,0.69
[ABC89] Cir18,xsl_spectrum_X0635_merged_ncge.fits,208.85866338654,-59.37284905644,570.5184,0.5421,0.7311,0.69
BD+09 2860,xsl_spectrum_X0361_merged.fits,213.33231597533,8.61092120021,1409.4395,9.9756,10.6879,3.269
HD 126661,xsl_spectrum_X0617_merged.fits,216.61369185506,19.2270178885,97.5549,4.1865,4.1113,2.348
HE 1428-1950,xsl_spectrum_X0637_merged_ncge.fits,217.74747945702,-20.06170165431,2402.1716,17.1285,18.1392,3.301
CD-26 10417,xsl_spectrum_X0650_merged.fits,219.94607036245,-26.69821767432,42.6093,0.8224,0.8228,
HD 130322,xsl_spectrum_X0384_merged.fits,221.88577938789,-0.28209770309,31.8856,0.8874,0.8809,0.865
HD 138290,xsl_spectrum_X0410_merged.fits,232.73110868757,8.57907848445,51.2028,1.6261,1.6363,1.408
HD 138776,xsl_spectrum_X0685_merged.fits,233.57007119435,-2.72471776564,76.0332,1.3676,1.3657,0.931
HD 138776,xsl_spectrum_X0686_merged.fits,233.57007119435,-2.72471776564,76.0332,1.3676,1.3657,0.931
X Lib,xsl_spectrum_X0689_merged.fits,234.05292725999,-21.151131545,6492.1372,346.0211,,
X Lib,xsl_spectrum_X0690_merged.fits,234.05292725999,-21.151131545,6492.1372,346.0211,,
HD 140232,xsl_spectrum_X0633_merged.fits,235.47769686502,18.46427791957,53.9883,1.8134,1.7929,1.719
HD 139717,xsl_spectrum_X0632_merged.fits,235.58714333319,-55.31194067495,1377.9988,79.6454,,
HD 142575,xsl_spectrum_X0636_merged.fits,238.76055627983,5.07017742035,144.4174,1.9648,1.9385,1.462
HD 142703,xsl_spectrum_X0691_merged.fits,239.139381798,-14.82959052816,50.0381,1.7272,1.7324,1.567
HD 144172,xsl_spectrum_X0455_merged.fits,241.12331551077,0.67186224695,50.4956,1.7403,1.7344,1.317
BD-11 4126,xsl_spectrum_X0356_merged.fits,245.86142164442,-11.59513506183,55.8223,0.7483,0.7553,0.745
CL* NGC 6121 LEE 2303,xsl_spectrum_X0640_merged.fits,245.88304957864,-26.40514781286,1555.7561,4.215,4.4071,1.944
CL* NGC 6121 LEE 4613,xsl_spectrum_X0909_merged.fits,245.91356824502,-26.55178575906,1481.1027,60.206,78.9716,6.175
CD-69 1618,xsl_spectrum_X0357_merged.fits,258.13710446186,-70.08574083642,2167.0459,5.7341,4.9393,7.438
RR Ara,xsl_spectrum_X0396_merged_ncl.fits,261.96651334065,-49.90430320153,2311.4319,112.5494,,
RR Ara,xsl_spectrum_X0397_merged.fits,261.96651334065,-49.90430320153,2311.4319,112.5494,,
FR Her,xsl_spectrum_X0638_merged.fits,264.27482432321,18.21798762968,18406.8242,700.0607,129.7984,1.923
NGC 6397 211,xsl_spectrum_X0643_merged.fits,265.35694928059,-53.62732002437,1802.5004,46.2363,59.2148,7.193
HD 161149,xsl_spectrum_X0488_merged.fits,265.84177037578,14.29529695633,109.6617,4.4528,4.4734,2.213
HD 161370,xsl_spectrum_X0465_merged.fits,266.25367766578,5.52286161922,326.1522,2.4534,2.4461,1.979
HD 161817,xsl_spectrum_X0639_merged.fits,266.66910337524,25.74895536267,194.6744,3.5716,3.5215,3.044
HD 161770,xsl_spectrum_X0143_merged.fits,266.94132845596,-9.60604930782,126.6642,1.6955,1.7065,1.281
OGLEII DIA BUL-SC15 1379,xsl_spectrum_X0158_merged_ncl_ncge.fits,267.10324961373,-23.25991584537,1531.442,8.4847,10.2536,2.504
OGLEII DIA BUL-SC15 2106,xsl_spectrum_X0159_merged_ncl_ncge.fits,267.1264293222,-23.08985850948,3127.2527,127.0067,,
OGLEII DIA BUL-SC15 2106,xsl_spectrum_X0159_merged_ncl_ncge.fits,267.12505190287,-23.08932963439,915.7255,0.8008,,
V348 Sco,xsl_spectrum_X0647_merged.fits,267.87471355075,-43.27316760193,3985.7002,305.2469,,
HD 162652,xsl_spectrum_X0466_merged_scl.fits,268.02163482549,1.11111683169,139.5714,11.098,11.1538,2.901
OGLEII DIA BUL-SC41 3443,xsl_spectrum_X0145_merged_ncge.fits,268.05787519483,-32.7761290196,6560.7095,481.14,,
OGLEII DIA BUL-SC41 3443,xsl_spectrum_X0145_merged_ncge.fits,268.05928981265,-32.77600068601,1099.9611,0.8841,0.8843,0.725
OGLEII DIA BUL-SC03 3941,xsl_spectrum_X0160_merged.fits,268.38567973371,-29.95364622526,2706.4231,118.061,115.9885,1.871
OGLEII DIA BUL-SC24 0989,xsl_spectrum_X0147_merged_ncl_ncge.fits,268.41356323481,-33.10186816339,1111.1057,1.6967,1.7063,
2MASS J17535707-2931427,xsl_spectrum_X0247_merged.fits,268.48779182995,-29.52857606952,2896.6909,21.7816,17.7284,4.079
OGLEII DIA BUL-SC04 4628,xsl_spectrum_X0250_merged_ncl_ncge.fits,268.64040663339,-29.73384383667,1119.197,2.0862,2.4106,1.923
OGLEII DIA BUL-SC04 1709,xsl_spectrum_X0252_merged_ncl_ncge.fits,268.7044206785,-30.0086314633,4261.6626,133.7056,,
OGLEII DIA BUL-SC22 1319,xsl_spectrum_X0253_merged.fits,269.29244721268,-31.03799216563,3466.5117,74.0034,55.9868,
OGLEII DIA BUL-SC22 1319,xsl_spectrum_X0253_merged.fits,269.29357502026,-31.03826383289,789.095,1.1713,,
OGLEII DIA BUL-SC22 1319,xsl_spectrum_X0253_merged.fits,269.29114900199,-31.03738251582,7288.8735,22.6255,18.5127,3.108
OGLEII DIA BUL-SC22 1319,xsl_spectrum_X0253_merged.fits,269.29255331169,-31.03933147731,907.947,0.5378,0.543,0.617
HD 163810,xsl_spectrum_X0282_merged.fits,269.65976286205,-13.09762709026,956.8267,1.166,1.18,
TLE Sgr I 55,xsl_spectrum_X0226_merged_ncl_ncge.fits,269.87348396873,-29.05573058605,4817.3467,203.2015,,
OGLEII DIA BUL-SC30 0707,xsl_spectrum_X0230_merged_ncl.fits,270.44222282168,-29.18842886416,7321.6709,424.5103,,
OGLEII DIA BUL-SC30 0707,xsl_spectrum_X0230_merged_ncl.fits,270.44273567821,-29.18778110257,1990.5587,4.7905,4.7058,1.101
OGLEII DIA BUL-SC01 0235,xsl_spectrum_X0231_merged_ncl.fits,270.55263901379,-30.37641978042,8295.7773,403.2177,,
OGLEII DIA BUL-SC01 1821,xsl_spectrum_X0254_merged.fits,270.55311452291,-30.03677943353,3237.8699,60.3307,149.597,7.207
HD 164967,xsl_spectrum_X0468_merged.fits,270.83771488204,8.41940930849,280.2766,4.1992,2.6912,2.559
CL* NGC 6522 ARP 4126,xsl_spectrum_X0405_merged.fits,270.86526545667,-30.01573989433,2671.2683,8.5365,11.3129,3.002
CL* NGC 6522 Arp 4329,xsl_spectrum_X0170_merged.fits,270.86848343804,-29.97825969392,2815.5408,9.644,9.8462,2.902
CL* NGC 6522 ARP 3190,xsl_spectrum_X0403_merged.fits,270.89057825433,-30.06595186675,4064.4331,27.8609,27.6229,4.201
2MASS J18033716-2954227,xsl_spectrum_X0152_merged.fits,270.90483261694,-29.90633295069,4455.3828,10.102,9.8143,2.306
CL* NGC 6522 ARP 1021,xsl_spectrum_X0400_merged.fits,270.91500628123,-29.97328803282,11016.6338,29.0199,10.4863,2.603
CL* NGC 6522 ARP 1021,xsl_spectrum_X0401_merged.fits,270.91500628123,-29.97328803282,11016.6338,29.0199,10.4863,2.603
BMB 245,xsl_spectrum_X0153_merged.fits,271.02796302251,-30.17973617613,642.3887,0.4569,0.4575,
2MASS J18041187-3006214,xsl_spectrum_X0431_merged_ncl_ncge.fits,271.04947623106,-30.10594763301,1669.9884,4.5046,4.2578,1.062
2MASS J18041187-3006214,xsl_spectrum_X0431_merged_ncl_ncge.fits,271.05091631185,-30.10657694246,535.9995,0.7627,0.752,0.739
BMB 286,xsl_spectrum_X0154_merged.fits,271.0935365269,-30.01485630701,4983.0825,92.7887,94.8299,1.927
BMB 286,xsl_spectrum_X0154_merged.fits,271.09337297253,-30.01615850924,909.1002,0.908,,
BMB 289,xsl_spectrum_X0155_merged_ncl_ncge.fits,271.09438698404,-29.91441929124,1535.7197,139.1352,140.6497,6.217
